"","date","Department","supply","stock"
"1",1932-01-01,"Architecture & Design",2,2
"2",1934-01-01,"Architecture & Design",2,4
"3",1934-04-01,"Architecture & Design",43,47
"4",1934-09-01,"Architecture & Design",4,51
"5",1935-11-01,"Architecture & Design",22,73
"6",1935-12-01,"Architecture & Design",1,74
"7",1936-01-01,"Architecture & Design",11,85
"8",1936-05-01,"Architecture & Design",9,94
"9",1936-06-01,"Architecture & Design",1,95
"10",1936-07-01,"Architecture & Design",3,98
"11",1936-10-01,"Architecture & Design",66,164
"12",1937-01-01,"Architecture & Design",14,178
"13",1937-02-01,"Architecture & Design",1,179
"14",1937-03-01,"Architecture & Design",2,181
"15",1937-06-01,"Architecture & Design",6,187
"16",1937-07-01,"Architecture & Design",5,192
"17",1937-10-01,"Architecture & Design",63,255
"18",1937-11-01,"Architecture & Design",85,340
"19",1937-12-01,"Architecture & Design",21,361
"20",1938-01-01,"Architecture & Design",4,365
"21",1938-06-01,"Architecture & Design",5,370
"22",1938-10-01,"Architecture & Design",1,371
"23",1938-11-01,"Architecture & Design",7,378
"24",1939-01-01,"Architecture & Design",3,381
"25",1939-03-01,"Architecture & Design",1,382
"26",1939-05-01,"Architecture & Design",121,503
"27",1939-06-01,"Architecture & Design",2,505
"28",1939-12-01,"Architecture & Design",10,515
"29",1940-04-01,"Architecture & Design",57,572
"30",1940-09-01,"Architecture & Design",15,587
"31",1940-12-01,"Architecture & Design",1,588
"32",1941-01-01,"Architecture & Design",1,589
"33",1941-12-01,"Architecture & Design",9,598
"34",1942-01-01,"Architecture & Design",74,672
"35",1942-07-01,"Architecture & Design",6,678
"36",1942-12-01,"Architecture & Design",2,680
"37",1943-02-01,"Architecture & Design",402,1082
"38",1943-05-01,"Architecture & Design",429,1511
"39",1943-11-01,"Architecture & Design",14,1525
"40",1944-01-01,"Architecture & Design",1,1526
"41",1944-05-01,"Architecture & Design",28,1554
"42",1944-07-01,"Architecture & Design",7,1561
"43",1944-11-01,"Architecture & Design",14,1575
"44",1944-12-01,"Architecture & Design",16,1591
"45",1945-01-01,"Architecture & Design",104,1695
"46",1945-06-01,"Architecture & Design",3,1698
"47",1946-04-01,"Architecture & Design",1,1699
"48",1946-05-01,"Architecture & Design",33,1732
"49",1947-01-01,"Architecture & Design",3,1735
"50",1947-03-01,"Architecture & Design",18,1753
"51",1947-06-01,"Architecture & Design",54,1807
"52",1948-01-01,"Architecture & Design",1,1808
"53",1948-03-01,"Architecture & Design",125,1933
"54",1949-02-01,"Architecture & Design",14,1947
"55",1949-05-01,"Architecture & Design",15,1962
"56",1950-04-01,"Architecture & Design",29,1991
"57",1950-06-01,"Architecture & Design",36,2027
"58",1950-11-01,"Architecture & Design",32,2059
"59",1951-05-01,"Architecture & Design",112,2171
"60",1951-11-01,"Architecture & Design",42,2213
"61",1952-01-01,"Architecture & Design",1,2214
"62",1952-05-01,"Architecture & Design",63,2277
"63",1953-01-01,"Architecture & Design",4,2281
"64",1953-04-01,"Architecture & Design",114,2395
"65",1953-11-01,"Architecture & Design",17,2412
"66",1954-01-01,"Architecture & Design",11,2423
"67",1954-04-01,"Architecture & Design",16,2439
"68",1954-06-01,"Architecture & Design",7,2446
"69",1954-09-01,"Architecture & Design",40,2486
"70",1954-12-01,"Architecture & Design",41,2527
"71",1955-04-01,"Architecture & Design",22,2549
"72",1955-06-01,"Architecture & Design",24,2573
"73",1956-03-01,"Architecture & Design",44,2617
"74",1956-04-01,"Architecture & Design",35,2652
"75",1956-10-01,"Architecture & Design",135,2787
"76",1957-05-01,"Architecture & Design",33,2820
"77",1957-10-01,"Architecture & Design",11,2831
"78",1957-12-01,"Architecture & Design",63,2894
"79",1958-01-01,"Architecture & Design",2,2896
"80",1958-02-01,"Architecture & Design",28,2924
"81",1958-10-01,"Architecture & Design",1,2925
"82",1958-12-01,"Architecture & Design",157,3082
"83",1959-01-01,"Architecture & Design",1,3083
"84",1959-09-01,"Architecture & Design",1,3084
"85",1959-10-01,"Architecture & Design",1,3085
"86",1959-12-01,"Architecture & Design",13,3098
"87",1960-01-01,"Architecture & Design",1,3099
"88",1960-04-01,"Architecture & Design",42,3141
"89",1960-05-01,"Architecture & Design",2,3143
"90",1960-11-01,"Architecture & Design",69,3212
"91",1961-01-01,"Architecture & Design",1,3213
"92",1961-02-01,"Architecture & Design",24,3237
"93",1961-06-01,"Architecture & Design",1,3238
"94",1961-11-01,"Architecture & Design",34,3272
"95",1962-01-01,"Architecture & Design",2,3274
"96",1962-11-01,"Architecture & Design",31,3305
"97",1962-12-01,"Architecture & Design",1,3306
"98",1963-02-01,"Architecture & Design",7,3313
"99",1963-03-01,"Architecture & Design",12,3325
"100",1963-06-01,"Architecture & Design",22,3347
"101",1963-11-01,"Architecture & Design",23,3370
"102",1963-12-01,"Architecture & Design",105,3475
"103",1964-01-01,"Architecture & Design",1,3476
"104",1964-04-01,"Architecture & Design",65,3541
"105",1964-05-01,"Architecture & Design",10,3551
"106",1964-06-01,"Architecture & Design",11,3562
"107",1964-10-01,"Architecture & Design",4,3566
"108",1965-01-01,"Architecture & Design",1,3567
"109",1965-04-01,"Architecture & Design",65,3632
"110",1965-06-01,"Architecture & Design",7,3639
"111",1965-11-01,"Architecture & Design",33,3672
"112",1966-01-01,"Architecture & Design",48,3720
"113",1966-05-01,"Architecture & Design",46,3766
"114",1966-12-01,"Architecture & Design",51,3817
"115",1967-01-01,"Architecture & Design",4,3821
"116",1967-04-01,"Architecture & Design",106,3927
"117",1967-06-01,"Architecture & Design",3,3930
"118",1967-10-01,"Architecture & Design",87,4017
"119",1968-01-01,"Architecture & Design",8,4025
"120",1968-03-01,"Architecture & Design",116,4141
"121",1968-10-01,"Architecture & Design",79,4220
"122",1968-12-01,"Architecture & Design",1,4221
"123",1969-04-01,"Architecture & Design",40,4261
"124",1969-12-01,"Architecture & Design",33,4294
"125",1970-01-01,"Architecture & Design",1,4295
"126",1970-05-01,"Architecture & Design",1,4296
"127",1970-11-01,"Architecture & Design",168,4464
"128",1971-01-01,"Architecture & Design",1,4465
"129",1971-11-01,"Architecture & Design",2,4467
"130",1972-04-01,"Architecture & Design",40,4507
"131",1972-12-01,"Architecture & Design",30,4537
"132",1973-01-01,"Architecture & Design",3,4540
"133",1973-05-01,"Architecture & Design",21,4561
"134",1974-11-01,"Architecture & Design",812,5373
"135",1975-03-01,"Architecture & Design",19,5392
"136",1976-03-01,"Architecture & Design",13,5405
"137",1976-10-01,"Architecture & Design",88,5493
"138",1977-03-01,"Architecture & Design",20,5513
"139",1977-06-01,"Architecture & Design",34,5547
"140",1977-11-01,"Architecture & Design",117,5664
"141",1978-02-01,"Architecture & Design",20,5684
"142",1978-09-01,"Architecture & Design",40,5724
"143",1979-05-01,"Architecture & Design",68,5792
"144",1980-01-01,"Architecture & Design",76,5868
"145",1980-10-01,"Architecture & Design",60,5928
"146",1981-01-01,"Architecture & Design",1,5929
"147",1981-04-01,"Architecture & Design",52,5981
"148",1981-12-01,"Architecture & Design",113,6094
"149",1982-10-01,"Architecture & Design",96,6190
"150",1983-05-01,"Architecture & Design",112,6302
"151",1983-11-01,"Architecture & Design",115,6417
"152",1984-10-01,"Architecture & Design",98,6515
"153",1984-11-01,"Architecture & Design",5,6520
"154",1985-10-01,"Architecture & Design",1,6521
"155",1985-11-01,"Architecture & Design",111,6632
"156",1986-05-01,"Architecture & Design",12,6644
"157",1986-10-01,"Architecture & Design",59,6703
"158",1987-05-01,"Architecture & Design",59,6762
"159",1987-11-01,"Architecture & Design",91,6853
"160",1988-04-01,"Architecture & Design",47,6900
"161",1988-11-01,"Architecture & Design",26,6926
"162",1989-05-01,"Architecture & Design",28,6954
"163",1990-01-01,"Architecture & Design",74,7028
"164",1990-10-01,"Architecture & Design",84,7112
"165",1991-06-01,"Architecture & Design",27,7139
"166",1991-10-01,"Architecture & Design",2,7141
"167",1992-01-01,"Architecture & Design",30,7171
"168",1992-10-01,"Architecture & Design",35,7206
"169",1993-01-01,"Architecture & Design",2,7208
"170",1993-05-01,"Architecture & Design",88,7296
"171",1993-06-01,"Architecture & Design",1,7297
"172",1993-11-01,"Architecture & Design",18,7315
"173",1994-05-01,"Architecture & Design",49,7364
"174",1994-08-01,"Architecture & Design",2,7366
"175",1994-09-01,"Architecture & Design",65,7431
"176",1994-10-01,"Architecture & Design",1,7432
"177",1994-11-01,"Architecture & Design",3,7435
"178",1995-01-01,"Architecture & Design",79,7514
"179",1995-05-01,"Architecture & Design",39,7553
"180",1995-09-01,"Architecture & Design",13,7566
"181",1995-10-01,"Architecture & Design",1,7567
"182",1996-02-01,"Architecture & Design",1,7568
"183",1996-04-01,"Architecture & Design",62,7630
"184",1996-09-01,"Architecture & Design",140,7770
"185",1997-01-01,"Architecture & Design",39,7809
"186",1997-02-01,"Architecture & Design",1,7810
"187",1997-09-01,"Architecture & Design",2,7812
"188",1997-10-01,"Architecture & Design",54,7866
"189",1997-11-01,"Architecture & Design",2,7868
"190",1998-01-01,"Architecture & Design",1,7869
"191",1998-04-01,"Architecture & Design",122,7991
"192",1998-09-01,"Architecture & Design",6,7997
"193",1998-11-01,"Architecture & Design",3,8000
"194",1999-04-01,"Architecture & Design",2,8002
"195",1999-06-01,"Architecture & Design",32,8034
"196",1999-12-01,"Architecture & Design",723,8757
"197",2000-01-01,"Architecture & Design",117,8874
"198",2000-06-01,"Architecture & Design",12,8886
"199",2000-10-01,"Architecture & Design",99,8985
"200",2000-12-01,"Architecture & Design",204,9189
"201",2001-04-01,"Architecture & Design",50,9239
"202",2001-05-01,"Architecture & Design",42,9281
"203",2001-09-01,"Architecture & Design",100,9381
"204",2001-10-01,"Architecture & Design",72,9453
"205",2001-12-01,"Architecture & Design",1,9454
"206",2002-05-01,"Architecture & Design",14,9468
"207",2002-09-01,"Architecture & Design",25,9493
"208",2003-05-01,"Architecture & Design",63,9556
"209",2003-10-01,"Architecture & Design",61,9617
"210",2004-04-01,"Architecture & Design",75,9692
"211",2004-07-01,"Architecture & Design",11,9703
"212",2004-10-01,"Architecture & Design",21,9724
"213",2005-02-01,"Architecture & Design",54,9778
"214",2005-05-01,"Architecture & Design",25,9803
"215",2005-10-01,"Architecture & Design",25,9828
"216",2006-02-01,"Architecture & Design",221,10049
"217",2006-05-01,"Architecture & Design",24,10073
"218",2006-09-01,"Architecture & Design",11,10084
"219",2006-10-01,"Architecture & Design",44,10128
"220",2007-02-01,"Architecture & Design",27,10155
"221",2007-06-01,"Architecture & Design",127,10282
"222",2007-11-01,"Architecture & Design",72,10354
"223",2008-02-01,"Architecture & Design",79,10433
"224",2008-05-01,"Architecture & Design",78,10511
"225",2008-11-01,"Architecture & Design",52,10563
"226",2009-01-01,"Architecture & Design",22,10585
"227",2009-04-01,"Architecture & Design",83,10668
"228",2009-09-01,"Architecture & Design",17,10685
"229",2009-11-01,"Architecture & Design",71,10756
"230",2010-03-01,"Architecture & Design",41,10797
"231",2010-09-01,"Architecture & Design",42,10839
"232",2010-12-01,"Architecture & Design",62,10901
"233",2011-03-01,"Architecture & Design",95,10996
"234",2011-05-01,"Architecture & Design",39,11035
"235",2011-09-01,"Architecture & Design",41,11076
"236",2011-12-01,"Architecture & Design",138,11214
"237",2012-02-01,"Architecture & Design",231,11445
"238",2012-06-01,"Architecture & Design",180,11625
"239",2012-10-01,"Architecture & Design",327,11952
"240",2013-02-01,"Architecture & Design",87,12039
"241",2013-06-01,"Architecture & Design",52,12091
"242",2013-11-01,"Architecture & Design",26,12117
"243",2014-01-01,"Architecture & Design",2,12119
"244",2014-05-01,"Architecture & Design",223,12342
"245",2014-10-01,"Architecture & Design",622,12964
"246",2015-03-01,"Architecture & Design",289,13253
"247",2015-06-01,"Architecture & Design",272,13525
"248",2015-10-01,"Architecture & Design",734,14259
"249",2016-02-01,"Architecture & Design",132,14391
"250",NA,"Architecture & Design",3302,17693
"251",NA,"Architecture & Design - Image Archive",14,14
"252",1929-11-01,"Drawings",1,1
"253",1930-01-01,"Drawings",1,2
"254",1930-10-01,"Drawings",1,3
"255",1932-02-01,"Drawings",2,5
"256",1932-12-01,"Drawings",2,7
"257",1934-03-01,"Drawings",2,9
"258",1934-04-01,"Drawings",2,11
"259",1934-09-01,"Drawings",10,21
"260",1934-12-01,"Drawings",5,26
"261",1935-02-01,"Drawings",213,239
"262",1935-04-01,"Drawings",7,246
"263",1935-05-01,"Drawings",1,247
"264",1935-06-01,"Drawings",61,308
"265",1935-08-01,"Drawings",3,311
"266",1935-11-01,"Drawings",21,332
"267",1936-01-01,"Drawings",9,341
"268",1936-02-01,"Drawings",4,345
"269",1936-03-01,"Drawings",3,348
"270",1936-04-01,"Drawings",4,352
"271",1936-10-01,"Drawings",4,356
"272",1936-12-01,"Drawings",3,359
"273",1937-05-01,"Drawings",5,364
"274",1937-10-01,"Drawings",1,365
"275",1937-12-01,"Drawings",20,385
"276",1938-10-01,"Drawings",2,387
"277",1939-01-01,"Drawings",7,394
"278",1939-04-01,"Drawings",5,399
"279",1939-05-01,"Drawings",2,401
"280",1939-10-01,"Drawings",1,402
"281",1939-11-01,"Drawings",1,403
"282",1939-12-01,"Drawings",71,474
"283",1940-04-01,"Drawings",49,523
"284",1940-05-01,"Drawings",1,524
"285",1940-09-01,"Drawings",3,527
"286",1941-01-01,"Drawings",48,575
"287",1941-03-01,"Drawings",20,595
"288",1941-06-01,"Drawings",7,602
"289",1941-12-01,"Drawings",109,711
"290",1942-01-01,"Drawings",90,801
"291",1942-03-01,"Drawings",105,906
"292",1942-05-01,"Drawings",5,911
"293",1942-07-01,"Drawings",7,918
"294",1942-12-01,"Drawings",58,976
"295",1943-01-01,"Drawings",1,977
"296",1943-02-01,"Drawings",14,991
"297",1943-05-01,"Drawings",5,996
"298",1943-11-01,"Drawings",4,1000
"299",1943-12-01,"Drawings",3,1003
"300",1944-03-01,"Drawings",2,1005
"301",1944-05-01,"Drawings",10,1015
"302",1944-06-01,"Drawings",3,1018
"303",1944-09-01,"Drawings",3,1021
"304",1944-11-01,"Drawings",2,1023
"305",1945-01-01,"Drawings",1,1024
"306",1945-03-01,"Drawings",3,1027
"307",1945-04-01,"Drawings",71,1098
"308",1945-06-01,"Drawings",3,1101
"309",1945-12-01,"Drawings",5,1106
"310",1946-05-01,"Drawings",6,1112
"311",1946-07-01,"Drawings",1,1113
"312",1947-03-01,"Drawings",68,1181
"313",1947-06-01,"Drawings",9,1190
"314",1947-10-01,"Drawings",3,1193
"315",1947-12-01,"Drawings",7,1200
"316",1948-03-01,"Drawings",7,1207
"317",1948-10-01,"Drawings",26,1233
"318",1949-02-01,"Drawings",7,1240
"319",1949-03-01,"Drawings",1,1241
"320",1949-05-01,"Drawings",2,1243
"321",1949-09-01,"Drawings",12,1255
"322",1949-11-01,"Drawings",2,1257
"323",1950-01-01,"Drawings",13,1270
"324",1950-02-01,"Drawings",1,1271
"325",1950-04-01,"Drawings",8,1279
"326",1950-10-01,"Drawings",3,1282
"327",1950-11-01,"Drawings",2,1284
"328",1951-01-01,"Drawings",13,1297
"329",1951-05-01,"Drawings",4,1301
"330",1951-10-01,"Drawings",1,1302
"331",1951-12-01,"Drawings",1,1303
"332",1952-01-01,"Drawings",6,1309
"333",1952-05-01,"Drawings",5,1314
"334",1952-10-01,"Drawings",4,1318
"335",1952-11-01,"Drawings",1,1319
"336",1953-01-01,"Drawings",10,1329
"337",1953-04-01,"Drawings",47,1376
"338",1953-06-01,"Drawings",11,1387
"339",1953-11-01,"Drawings",4,1391
"340",1954-01-01,"Drawings",1,1392
"341",1954-04-01,"Drawings",12,1404
"342",1954-06-01,"Drawings",7,1411
"343",1954-09-01,"Drawings",12,1423
"344",1954-12-01,"Drawings",6,1429
"345",1955-04-01,"Drawings",23,1452
"346",1955-06-01,"Drawings",4,1456
"347",1955-10-01,"Drawings",4,1460
"348",1955-11-01,"Drawings",26,1486
"349",1956-01-01,"Drawings",2,1488
"350",1956-03-01,"Drawings",9,1497
"351",1956-04-01,"Drawings",1,1498
"352",1956-05-01,"Drawings",5,1503
"353",1956-06-01,"Drawings",1,1504
"354",1956-10-01,"Drawings",19,1523
"355",1956-12-01,"Drawings",62,1585
"356",1957-02-01,"Drawings",10,1595
"357",1957-05-01,"Drawings",2,1597
"358",1957-10-01,"Drawings",22,1619
"359",1957-12-01,"Drawings",7,1626
"360",1958-02-01,"Drawings",6,1632
"361",1958-04-01,"Drawings",10,1642
"362",1958-09-01,"Drawings",1,1643
"363",1958-10-01,"Drawings",14,1657
"364",1958-12-01,"Drawings",6,1663
"365",1959-04-01,"Drawings",2,1665
"366",1959-09-01,"Drawings",2,1667
"367",1959-10-01,"Drawings",3,1670
"368",1959-12-01,"Drawings",3,1673
"369",1960-04-01,"Drawings",6,1679
"370",1960-05-01,"Drawings",10,1689
"371",1960-11-01,"Drawings",16,1705
"372",1961-01-01,"Drawings",5,1710
"373",1961-02-01,"Drawings",2,1712
"374",1961-03-01,"Drawings",4,1716
"375",1961-04-01,"Drawings",4,1720
"376",1961-05-01,"Drawings",3,1723
"377",1961-10-01,"Drawings",4,1727
"378",1961-11-01,"Drawings",15,1742
"379",1961-12-01,"Drawings",5,1747
"380",1962-01-01,"Drawings",20,1767
"381",1962-02-01,"Drawings",5,1772
"382",1962-03-01,"Drawings",11,1783
"383",1962-04-01,"Drawings",9,1792
"384",1962-05-01,"Drawings",10,1802
"385",1962-10-01,"Drawings",4,1806
"386",1962-11-01,"Drawings",2,1808
"387",1962-12-01,"Drawings",17,1825
"388",1963-01-01,"Drawings",10,1835
"389",1963-02-01,"Drawings",47,1882
"390",1963-03-01,"Drawings",3,1885
"391",1963-04-01,"Drawings",13,1898
"392",1963-05-01,"Drawings",25,1923
"393",1963-06-01,"Drawings",44,1967
"394",1963-10-01,"Drawings",48,2015
"395",1963-12-01,"Drawings",35,2050
"396",1964-01-01,"Drawings",9,2059
"397",1964-03-01,"Drawings",3,2062
"398",1964-04-01,"Drawings",12,2074
"399",1964-06-01,"Drawings",7,2081
"400",1964-10-01,"Drawings",28,2109
"401",1964-11-01,"Drawings",73,2182
"402",1964-12-01,"Drawings",2,2184
"403",1965-01-01,"Drawings",5,2189
"404",1965-02-01,"Drawings",10,2199
"405",1965-03-01,"Drawings",1,2200
"406",1965-04-01,"Drawings",14,2214
"407",1965-05-01,"Drawings",13,2227
"408",1965-06-01,"Drawings",13,2240
"409",1965-10-01,"Drawings",4,2244
"410",1965-11-01,"Drawings",11,2255
"411",1965-12-01,"Drawings",11,2266
"412",1966-01-01,"Drawings",5,2271
"413",1966-02-01,"Drawings",47,2318
"414",1966-04-01,"Drawings",7,2325
"415",1966-05-01,"Drawings",18,2343
"416",1966-06-01,"Drawings",17,2360
"417",1966-10-01,"Drawings",30,2390
"418",1966-11-01,"Drawings",16,2406
"419",1966-12-01,"Drawings",15,2421
"420",1967-01-01,"Drawings",7,2428
"421",1967-02-01,"Drawings",26,2454
"422",1967-04-01,"Drawings",11,2465
"423",1967-05-01,"Drawings",6,2471
"424",1967-06-01,"Drawings",61,2532
"425",1967-10-01,"Drawings",42,2574
"426",1967-12-01,"Drawings",69,2643
"427",1968-01-01,"Drawings",1,2644
"428",1968-02-01,"Drawings",20,2664
"429",1968-03-01,"Drawings",1,2665
"430",1968-04-01,"Drawings",23,2688
"431",1968-05-01,"Drawings",1,2689
"432",1968-06-01,"Drawings",10,2699
"433",1968-10-01,"Drawings",141,2840
"434",1968-12-01,"Drawings",66,2906
"435",1969-01-01,"Drawings",1,2907
"436",1969-02-01,"Drawings",22,2929
"437",1969-04-01,"Drawings",29,2958
"438",1969-05-01,"Drawings",13,2971
"439",1969-06-01,"Drawings",2,2973
"440",1969-07-01,"Drawings",2,2975
"441",1969-10-01,"Drawings",45,3020
"442",1969-11-01,"Drawings",1,3021
"443",1969-12-01,"Drawings",21,3042
"444",1970-02-01,"Drawings",3,3045
"445",1970-03-01,"Drawings",27,3072
"446",1970-04-01,"Drawings",3,3075
"447",1970-05-01,"Drawings",13,3088
"448",1970-10-01,"Drawings",7,3095
"449",1970-11-01,"Drawings",3,3098
"450",1970-12-01,"Drawings",18,3116
"451",1971-03-01,"Drawings",52,3168
"452",1971-04-01,"Drawings",3,3171
"453",1971-05-01,"Drawings",15,3186
"454",1971-10-01,"Drawings",11,3197
"455",1971-12-01,"Drawings",11,3208
"456",1972-02-01,"Drawings",10,3218
"457",1972-05-01,"Drawings",22,3240
"458",1972-06-01,"Drawings",1,3241
"459",1972-10-01,"Drawings",19,3260
"460",1972-11-01,"Drawings",3,3263
"461",1972-12-01,"Drawings",4,3267
"462",1973-01-01,"Drawings",1,3268
"463",1973-03-01,"Drawings",43,3311
"464",1973-05-01,"Drawings",25,3336
"465",1973-10-01,"Drawings",24,3360
"466",1974-02-01,"Drawings",34,3394
"467",1974-05-01,"Drawings",19,3413
"468",1974-10-01,"Drawings",15,3428
"469",1975-01-01,"Drawings",42,3470
"470",1975-10-01,"Drawings",18,3488
"471",1975-11-01,"Drawings",1,3489
"472",1975-12-01,"Drawings",2,3491
"473",1976-03-01,"Drawings",13,3504
"474",1976-06-01,"Drawings",24,3528
"475",1976-10-01,"Drawings",22,3550
"476",1976-12-01,"Drawings",1,3551
"477",1977-02-01,"Drawings",37,3588
"478",1977-03-01,"Drawings",1,3589
"479",1977-04-01,"Drawings",23,3612
"480",1977-05-01,"Drawings",1,3613
"481",1977-06-01,"Drawings",16,3629
"482",1977-11-01,"Drawings",64,3693
"483",1978-03-01,"Drawings",1,3694
"484",1978-04-01,"Drawings",238,3932
"485",1978-06-01,"Drawings",1,3933
"486",1978-10-01,"Drawings",86,4019
"487",1979-05-01,"Drawings",76,4095
"488",1979-10-01,"Drawings",32,4127
"489",1979-12-01,"Drawings",1,4128
"490",1980-01-01,"Drawings",31,4159
"491",1980-05-01,"Drawings",21,4180
"492",1980-12-01,"Drawings",22,4202
"493",1981-04-01,"Drawings",75,4277
"494",1981-11-01,"Drawings",26,4303
"495",1982-06-01,"Drawings",18,4321
"496",1982-11-01,"Drawings",23,4344
"497",1983-01-01,"Drawings",8,4352
"498",1983-03-01,"Drawings",64,4416
"499",1983-04-01,"Drawings",2,4418
"500",1983-11-01,"Drawings",31,4449
"501",1984-04-01,"Drawings",48,4497
"502",1984-11-01,"Drawings",61,4558
"503",1985-03-01,"Drawings",18,4576
"504",1985-09-01,"Drawings",148,4724
"505",1986-02-01,"Drawings",22,4746
"506",1986-05-01,"Drawings",1,4747
"507",1986-06-01,"Drawings",1,4748
"508",1986-12-01,"Drawings",36,4784
"509",1987-04-01,"Drawings",18,4802
"510",1987-09-01,"Drawings",27,4829
"511",1988-02-01,"Drawings",52,4881
"512",1988-05-01,"Drawings",35,4916
"513",1988-10-01,"Drawings",8,4924
"514",1989-05-01,"Drawings",1,4925
"515",1989-11-01,"Drawings",72,4997
"516",1990-05-01,"Drawings",22,5019
"517",1990-10-01,"Drawings",25,5044
"518",1990-12-01,"Drawings",15,5059
"519",1991-01-01,"Drawings",8,5067
"520",1991-04-01,"Drawings",2,5069
"521",1991-05-01,"Drawings",37,5106
"522",1991-12-01,"Drawings",11,5117
"523",1992-05-01,"Drawings",10,5127
"524",1992-06-01,"Drawings",7,5134
"525",1992-11-01,"Drawings",65,5199
"526",1992-12-01,"Drawings",5,5204
"527",1993-05-01,"Drawings",17,5221
"528",1993-12-01,"Drawings",5,5226
"529",1994-10-01,"Drawings",9,5235
"530",1995-06-01,"Drawings",43,5278
"531",1995-10-01,"Drawings",4,5282
"532",1996-02-01,"Drawings",2,5284
"533",1996-03-01,"Drawings",36,5320
"534",1996-05-01,"Drawings",30,5350
"535",1996-10-01,"Drawings",25,5375
"536",1996-11-01,"Drawings",1,5376
"537",1997-01-01,"Drawings",8,5384
"538",1997-02-01,"Drawings",2,5386
"539",1997-04-01,"Drawings",31,5417
"540",1997-10-01,"Drawings",19,5436
"541",1998-01-01,"Drawings",2,5438
"542",1998-02-01,"Drawings",17,5455
"543",1998-04-01,"Drawings",21,5476
"544",1998-10-01,"Drawings",16,5492
"545",1999-02-01,"Drawings",30,5522
"546",1999-05-01,"Drawings",24,5546
"547",1999-10-01,"Drawings",40,5586
"548",2000-02-01,"Drawings",19,5605
"549",2000-05-01,"Drawings",56,5661
"550",2000-10-01,"Drawings",5,5666
"551",2000-12-01,"Drawings",30,5696
"552",2001-02-01,"Drawings",115,5811
"553",2001-05-01,"Drawings",52,5863
"554",2001-10-01,"Drawings",119,5982
"555",2001-12-01,"Drawings",40,6022
"556",2002-02-01,"Drawings",1,6023
"557",2002-04-01,"Drawings",15,6038
"558",2002-10-01,"Drawings",24,6062
"559",2002-12-01,"Drawings",171,6233
"560",2003-02-01,"Drawings",23,6256
"561",2003-05-01,"Drawings",26,6282
"562",2003-10-01,"Drawings",11,6293
"563",2003-12-01,"Drawings",18,6311
"564",2004-02-01,"Drawings",54,6365
"565",2004-05-01,"Drawings",122,6487
"566",2004-10-01,"Drawings",4,6491
"567",2005-02-01,"Drawings",86,6577
"568",2005-05-01,"Drawings",2607,9184
"569",2005-10-01,"Drawings",56,9240
"570",2006-02-01,"Drawings",22,9262
"571",2006-05-01,"Drawings",24,9286
"572",2006-10-01,"Drawings",27,9313
"573",2006-12-01,"Drawings",12,9325
"574",2007-04-01,"Drawings",31,9356
"575",2007-10-01,"Drawings",115,9471
"576",2007-12-01,"Drawings",41,9512
"577",2008-02-01,"Drawings",32,9544
"578",2008-04-01,"Drawings",38,9582
"579",2008-11-01,"Drawings",105,9687
"580",2009-02-01,"Drawings",31,9718
"581",2009-05-01,"Drawings",7,9725
"582",2009-10-01,"Drawings",136,9861
"583",2010-02-01,"Drawings",49,9910
"584",2010-05-01,"Drawings",58,9968
"585",2010-09-01,"Drawings",29,9997
"586",2010-10-01,"Drawings",106,10103
"587",2010-11-01,"Drawings",2,10105
"588",2011-01-01,"Drawings",1,10106
"589",2011-02-01,"Drawings",107,10213
"590",2011-05-01,"Drawings",79,10292
"591",2011-09-01,"Drawings",46,10338
"592",2011-12-01,"Drawings",5,10343
"593",2012-02-01,"Drawings",106,10449
"594",2012-04-01,"Drawings",35,10484
"595",2012-06-01,"Drawings",5,10489
"596",2012-10-01,"Drawings",21,10510
"597",2013-02-01,"Drawings",59,10569
"598",2013-05-01,"Drawings",23,10592
"599",2013-10-01,"Drawings",13,10605
"600",2014-02-01,"Drawings",23,10628
"601",2014-05-01,"Drawings",22,10650
"602",2014-10-01,"Drawings",33,10683
"603",2014-12-01,"Drawings",23,10706
"604",2015-04-01,"Drawings",7,10713
"605",2015-06-01,"Drawings",42,10755
"606",2015-10-01,"Drawings",22,10777
"607",2016-01-01,"Drawings",86,10863
"608",2016-04-01,"Drawings",35,10898
"609",NA,"Drawings",36,10934
"610",1935-01-01,"Film",4,4
"611",1936-01-01,"Film",4,8
"612",1936-05-01,"Film",1,9
"613",1936-10-01,"Film",1,10
"614",1937-01-01,"Film",3,13
"615",1938-01-01,"Film",10,23
"616",1938-12-01,"Film",1,24
"617",1939-01-01,"Film",15,39
"618",1939-11-01,"Film",1,40
"619",1940-01-01,"Film",5,45
"620",1940-05-01,"Film",3,48
"621",1941-10-01,"Film",1,49
"622",1942-09-01,"Film",1,50
"623",1944-01-01,"Film",1,51
"624",1947-01-01,"Film",1,52
"625",1952-01-01,"Film",1,53
"626",1953-01-01,"Film",2,55
"627",1954-05-01,"Film",1,56
"628",1955-01-01,"Film",1,57
"629",1956-01-01,"Film",2,59
"630",1956-04-01,"Film",1,60
"631",1958-04-01,"Film",1,61
"632",1968-05-01,"Film",1,62
"633",1969-01-01,"Film",3,65
"634",1969-12-01,"Film",1,66
"635",1970-01-01,"Film",5,71
"636",1970-05-01,"Film",2,73
"637",1970-10-01,"Film",1,74
"638",1971-01-01,"Film",4,78
